_step,val/box_loss,val/moe_loss,_runtime,train/cls_loss,epoch,train/moe_loss,mAP50-95,mAP50,train/box_loss,val/cls_loss,_timestamp
151,1.90862,0,1945.672969454,1.08692,151,1.00002,0.26297,0.52841,1.50893,1.31514,1784737414.256545
152,1.91428,0,1957.317875593,1.09909,152,1.00001,0.26367,0.52442,1.52317,1.32208,1784737425.7725224
153,1.90816,0,1968.889825946,1.07978,153,1.00001,0.2664,0.53453,1.49558,1.31434,1784737437.4173918
154,1.90788,0,1980.388281105,1.08223,154,0.99999,0.26127,0.51848,1.492,1.32735,1784737448.9893575
155,1.91977,0,1991.914397965,1.10389,155,0.99999,0.26144,0.52412,1.51383,1.33437,1784737460.4878407
156,1.92816,0,2003.373957568,1.09536,156,0.99999,0.26329,0.52787,1.51172,1.33876,1784737472.0139093
157,1.90916,0,2014.879361468,1.08262,157,1.0,0.26415,0.53195,1.49446,1.31352,1784737483.4733787
158,1.90414,0,2026.388003105,1.08923,158,1.0,0.26524,0.53409,1.49577,1.30964,1784737494.9789035
159,1.90374,0,2037.934128585,1.08125,159,0.99999,0.26045,0.52092,1.4948,1.3217,1784737506.4875965
160,1.90681,0,2049.43943512,1.06694,160,0.99999,0.26177,0.52752,1.49709,1.31223,1784737518.0336866
161,1.91093,0,2060.996524618,1.05838,161,1.0,0.26039,0.52238,1.48105,1.321,1784737529.538977
162,1.9087,0,2072.54446921,1.08646,162,0.99999,0.26151,0.5218,1.50233,1.31402,1784737541.09608
163,1.91272,0,2084.169802982,1.07855,163,1.0,0.26235,0.52559,1.4944,1.29342,1784737552.6439927
164,1.90826,0,2095.831511932,1.06568,164,1.0,0.26212,0.52092,1.49952,1.28926,1784737564.269289
165,1.90395,0,2107.310663775,1.07776,165,1.00001,0.26112,0.52555,1.49257,1.28824,1784737575.9310305
166,1.90973,0,2118.842662716,1.0845,166,1.00001,0.26336,0.52762,1.49002,1.29609,1784737587.4102042
167,1.89921,0,2130.383865409,1.0697,167,1.00001,0.26407,0.52922,1.49123,1.2966,1784737598.9422133
168,1.90542,0,2141.87405138,1.06386,168,1.0,0.26392,0.52996,1.48531,1.30653,1784737610.4834237
169,1.89991,0,2153.36656525,1.08336,169,1.0,0.26091,0.52263,1.49038,1.30641,1784737621.9735925
170,1.9071,0,2164.938325999,1.06739,170,1.0,0.26381,0.53005,1.4868,1.29337,1784737633.466032
171,1.91893,0,2176.423273196,1.05578,171,1.00001,0.26686,0.53482,1.48957,1.30326,1784737645.037905
172,1.9098,0,2187.930124681,1.08027,172,1.00001,0.26007,0.51936,1.49316,1.30108,1784737656.5228438
173,1.89944,0,2199.465156519,1.07404,173,1.0,0.26731,0.53085,1.47779,1.29379,1784737668.0296457
174,1.90969,0,2210.938550381,1.0784,174,1.0,0.26415,0.52479,1.49193,1.30111,1784737679.56457
175,1.91269,0,2222.449978744,1.07024,175,1.0,0.26271,0.5206,1.49262,1.30539,1784737691.038116
176,1.90612,0,2233.962652121,1.05579,176,1.00001,0.2634,0.52396,1.48597,1.28378,1784737702.5495398
177,1.90649,0,2245.474761592,1.07665,177,1.00001,0.26472,0.53071,1.49723,1.30085,1784737714.0622854
178,1.90517,0,2256.95850434,1.07364,178,1.0,0.26264,0.53042,1.48045,1.30234,1784737725.5702748
179,1.90592,0,2268.394654242,1.05248,179,1.0,0.26598,0.53223,1.47674,1.29871,1784737737.0580487
180,1.90052,0,2279.866687424,1.08898,180,1.0,0.2625,0.5273,1.50244,1.30179,1784737748.4941742
181,1.90087,0,2291.421143686,1.06053,181,1.0,0.2644,0.52762,1.47301,1.29324,1784737759.9661276
182,1.90665,0,2302.922020751,1.05359,182,0.99999,0.26469,0.52567,1.4727,1.30369,1784737771.5207114
183,1.90737,0,2314.385790718,1.06839,183,1.0,0.26653,0.53062,1.49907,1.30268,1784737783.0215967
184,1.90747,0,2325.882933092,1.06252,184,1.0,0.266,0.53085,1.48043,1.29977,1784737794.4854338
185,1.9084,0,2337.394057404,1.06228,185,1.0,0.26474,0.53126,1.47687,1.2992,1784737805.9824727
186,1.90807,0,2348.875179998,1.09556,186,1.0,0.26281,0.52806,1.50125,1.29633,1784737817.4934552
187,1.90606,0,2360.336376107,1.07345,187,1.0,0.26417,0.53225,1.50151,1.2954,1784737828.9747424
188,1.90794,0,2371.808824648,1.08732,188,1.0,0.26523,0.52782,1.49333,1.29688,1784737840.4359448
189,1.90156,0,2383.270966285,1.05011,189,1.00001,0.26556,0.52696,1.48104,1.29303,1784737851.9084575
190,1.899,0,2396.819905549,1.05459,190,1.0,0.26499,0.52965,1.46502,1.29104,1784737863.370541
191,1.90496,0,2408.317555099,1.05037,191,0.99997,0.26535,0.52815,1.47363,1.30243,1784737876.9194565
192,1.90788,0,2419.839466261,1.02313,192,0.99998,0.26378,0.53301,1.45535,1.30939,1784737888.4171257
193,1.90503,0,2431.342846358,1.00672,193,0.99999,0.26456,0.5319,1.44994,1.31109,1784737899.9390762
194,1.90424,0,2442.925529461,0.99475,194,0.99999,0.26572,0.53191,1.44569,1.30889,1784737911.442217
195,1.90632,0,2454.477937454,0.99407,195,0.99999,0.26603,0.531,1.4455,1.30626,1784737923.0250285
196,1.90569,0,2465.990980239,1.00086,196,1.0,0.26634,0.53087,1.44602,1.30299,1784737934.5775888
197,1.89941,0,2477.536520833,0.9819,197,1.0,0.26485,0.52934,1.43994,1.30385,1784737946.090506
198,1.89961,0,2489.07489892,0.96579,198,1.0,0.26392,0.5281,1.4259,1.30138,1784737957.636106
199,1.89944,0,2500.646935486,0.97398,199,1.0,0.26445,0.52902,1.42825,1.29529,1784737969.1745472
200,1.90083,0,2506.066785706,0.98125,200,1.0,0.26725618413386704,0.5306829931370538,1.44215,1.29298,1784737984.9053905
