_step,val/box_loss,val/moe_loss,_runtime,train/cls_loss,epoch,train/moe_loss,mAP50-95,mAP50,train/box_loss,val/cls_loss,_timestamp
57,1.97117,0,747.560117358,1.52937,57,0.99594,0.21618,0.45045,1.82664,1.66825,1784649971.9634328
58,1.96923,0,760.157617886,1.54248,58,0.99716,0.21084,0.45093,1.81379,1.65525,1784649984.5312297
59,2.00118,0,772.805769136,1.48796,59,0.99529,0.20974,0.44302,1.78881,1.65479,1784649997.1286435
60,2.02111,0,785.602156384,1.52397,60,0.99645,0.21325,0.45261,1.81385,1.66659,1784650009.7768025
61,1.98838,0,798.414805216,1.51261,61,0.99646,0.21919,0.45394,1.79898,1.66498,1784650022.5731654
62,2.00392,0,811.166518513,1.50675,62,0.99631,0.22174,0.47371,1.80652,1.63616,1784650035.3857074
63,1.99847,0,823.716324679,1.48577,63,0.99715,0.22337,0.47775,1.78962,1.63073,1784650048.1376176
64,2.02071,0,836.294703316,1.48267,64,0.9957,0.2116,0.44848,1.79806,1.61489,1784650060.687311
65,1.97769,0,848.864300955,1.46513,65,0.99667,0.21877,0.45919,1.77687,1.61293,1784650073.2657826
66,1.98607,0,861.377080644,1.45369,66,0.99464,0.22217,0.46349,1.78059,1.62573,1784650085.8354003
67,2.01358,0,873.920641848,1.4381,67,0.99671,0.21636,0.46555,1.76779,1.64235,1784650098.348229
68,1.96914,0,886.582465121,1.4806,68,0.99643,0.2196,0.46758,1.79289,1.58138,1784650110.8917024
69,1.97552,0,898.933052879,1.44343,69,0.99744,0.22236,0.45714,1.78412,1.57968,1784650123.5529625
70,1.99235,0,911.205013857,1.41774,70,0.99715,0.21916,0.4663,1.76336,1.59452,1784650135.903991
71,1.96229,0,923.537717302,1.45248,71,0.9994,0.22464,0.47361,1.78154,1.56263,1784650148.175872
72,1.95712,0,935.588563279,1.43471,72,0.99976,0.22894,0.47092,1.76838,1.61123,1784650160.5086715
73,1.95743,0,947.647858182,1.41952,73,0.99818,0.22588,0.46901,1.77698,1.54848,1784650172.5595229
74,1.97079,0,959.729535178,1.41293,74,0.9966,0.22019,0.46869,1.75687,1.59732,1784650184.618888
75,1.97775,0,971.827590617,1.43219,75,0.99912,0.2277,0.47591,1.76338,1.56711,1784650196.7005293
76,1.95238,0,984.041507972,1.41759,76,0.99757,0.22531,0.47497,1.75047,1.52538,1784650208.7986104
77,1.92524,0,996.306780681,1.42082,77,0.99675,0.23127,0.47914,1.75596,1.58426,1784650221.012528
78,1.95496,0,1008.595098687,1.40837,78,0.99683,0.23186,0.48336,1.74316,1.51276,1784650233.2778337
79,1.94721,0,1020.652676109,1.38542,79,0.99729,0.23535,0.48282,1.7421,1.52921,1784650245.5661097
80,1.95217,0,1032.869453049,1.39064,80,0.99618,0.22472,0.48247,1.74179,1.54093,1784650257.6238296
81,1.94479,0,1044.917227307,1.3854,81,0.99806,0.23643,0.49033,1.73075,1.52822,1784650269.8404963
82,1.95428,0,1057.14377377,1.37796,82,0.99871,0.23246,0.48906,1.73694,1.55286,1784650281.8882809
83,1.93167,0,1069.244375614,1.38237,83,0.99692,0.2365,0.49375,1.74013,1.52235,1784650294.114785
84,1.94674,0,1081.317583596,1.36451,84,0.99652,0.2321,0.4839,1.72962,1.51555,1784650306.2154143
85,1.96308,0,1093.470587027,1.38191,85,0.99673,0.23287,0.48281,1.7359,1.53015,1784650318.2886186
86,1.94873,0,1105.713188218,1.37632,86,0.99774,0.232,0.4801,1.72925,1.50948,1784650330.4415646
87,1.94262,0,1117.782705566,1.38722,87,0.99716,0.23267,0.49086,1.72594,1.49859,1784650342.6841917
88,1.91627,0,1130.074487816,1.37905,88,0.99727,0.23525,0.48438,1.72677,1.5466,1784650354.753751
89,1.92897,0,1142.18058542,1.31568,89,0.99993,0.24528,0.50805,1.7007,1.48476,1784650367.0455465
90,1.93055,0,1154.246707301,1.35439,90,0.99555,0.23734,0.494,1.70979,1.50815,1784650379.1516058
91,1.93231,0,1166.278064922,1.34297,91,0.999,0.24093,0.49521,1.71119,1.51576,1784650391.2177346
92,1.91388,0,1178.330688222,1.34762,92,0.99797,0.24112,0.49996,1.70564,1.51515,1784650403.2490633
93,1.93012,0,1190.373435532,1.33208,93,0.99934,0.23782,0.51028,1.70326,1.4772,1784650415.3017383
94,1.93127,0,1202.564510348,1.33496,94,0.99795,0.23363,0.49294,1.69266,1.5095,1784650427.3444908
95,1.91262,0,1214.612038987,1.33352,95,0.99868,0.23863,0.50172,1.70017,1.48537,1784650439.535562
96,1.92552,0,1226.64034946,1.31898,96,0.99685,0.23535,0.48573,1.69731,1.52347,1784650451.5828772
97,1.94609,0,1238.692081126,1.33772,97,0.99764,0.23839,0.50594,1.70038,1.46463,1784650463.6113565
98,1.92131,0,1250.676040055,1.32177,98,0.99976,0.23864,0.49505,1.68887,1.47263,1784650475.6632104
99,1.89098,0,1262.690310883,1.30894,99,1.00001,0.23806,0.48847,1.68438,1.46973,1784650487.6470635
100,1.9021,0,1274.708006217,1.31087,100,0.99621,0.24387,0.50933,1.67514,1.46595,1784650499.661367
101,1.93521,0,1286.846618283,1.28976,101,0.99871,0.24038,0.50227,1.67546,1.45133,1784650511.6790001
102,1.89262,0,1298.923160313,1.27845,102,0.99754,0.24764,0.50935,1.66794,1.44327,1784650523.817742
103,1.96814,0,1310.996238824,1.2928,103,0.9998,0.24185,0.50681,1.67507,1.47448,1784650535.894173
104,1.90251,0,1322.976776486,1.27983,104,0.99792,0.24586,0.50929,1.67838,1.45085,1784650547.9671626
105,1.90078,0,1334.964550709,1.26586,105,0.99728,0.24704,0.50539,1.66104,1.44813,1784650559.9476683
106,1.92389,0,1346.953398574,1.2893,106,0.99788,0.23788,0.49991,1.68094,1.43972,1784650571.9354978
107,1.95874,0,1358.904810778,1.28025,107,0.9975,0.23342,0.49391,1.64959,1.45942,1784650583.9243393
108,1.92639,0,1371.072454992,1.27343,108,0.99784,0.24024,0.50186,1.65232,1.43947,1784650595.8758638
109,1.90092,0,1382.960570269,1.28211,109,0.99887,0.2499,0.51606,1.66589,1.42113,1784650608.0433874
110,1.93204,0,1394.973774488,1.27208,110,0.99848,0.2434,0.50912,1.65114,1.42571,1784650619.931506
111,1.93882,0,1406.917063672,1.28753,111,0.99909,0.2423,0.49617,1.67438,1.44752,1784650631.944826
112,1.90871,0,1418.916207208,1.29192,112,0.99941,0.24294,0.51166,1.66745,1.44382,1784650643.88811
113,1.91384,0,1430.896233055,1.27144,113,1.00012,0.24184,0.50545,1.66058,1.43215,1784650655.8872075
114,1.9237,0,1442.882595063,1.2604,114,0.99926,0.2416,0.51192,1.65029,1.43166,1784650667.8672757
115,1.90058,0,1454.944608628,1.26963,115,0.99955,0.24267,0.50968,1.64494,1.42529,1784650679.8536465
116,1.89548,0,1466.854706179,1.26663,116,0.99912,0.25072,0.51923,1.65383,1.4115,1784650691.9156659
117,1.89951,0,1478.78070078,1.25026,117,1.00134,0.2494,0.51815,1.63005,1.38668,1784650703.825688
118,1.89921,0,1490.819543582,1.25579,118,0.99822,0.24854,0.51078,1.62795,1.40909,1784650715.7516
119,1.89869,0,1502.695773428,1.24452,119,0.99877,0.25249,0.5098,1.6208,1.40188,1784650727.7905173
120,1.89768,0,1514.695956134,1.2223,120,0.9978,0.24872,0.51174,1.61823,1.38069,1784650739.666757
121,1.88335,0,1526.540344611,1.23271,121,0.99901,0.24739,0.50109,1.63877,1.38517,1784650751.66707
122,1.87631,0,1538.416017454,1.24846,122,0.99807,0.25197,0.51594,1.63623,1.37675,1784650763.5114686
123,1.90505,0,1550.425842436,1.23986,123,0.99852,0.24703,0.51228,1.62753,1.42254,1784650775.3870573
124,1.89905,0,1562.27595057,1.22637,124,1.00037,0.24887,0.50623,1.62287,1.37927,1784650787.396884
125,1.90281,0,1574.095151377,1.23455,125,0.99927,0.25124,0.51674,1.63306,1.37432,1784650799.2469792
126,1.90801,0,1586.166810545,1.21761,126,0.99738,0.24677,0.50675,1.60993,1.40886,1784650811.0661767
127,1.89667,0,1598.072803433,1.22213,127,0.99857,0.25368,0.52315,1.62416,1.38481,1784650823.137929
128,1.89916,0,1609.931713731,1.24116,128,0.99865,0.24819,0.50394,1.63303,1.42091,1784650835.0438216
129,1.90444,0,1621.759559912,1.23534,129,1.00086,0.25052,0.5124,1.63067,1.40183,1784650846.9027557
130,1.88415,0,1633.571882987,1.21486,130,1.00086,0.2511,0.51814,1.61521,1.3715,1784650858.7306561
131,1.91941,0,1645.567909796,1.21852,131,0.99852,0.25021,0.51689,1.61295,1.40391,1784650870.5429296
132,1.91198,0,1657.427204506,1.19443,132,0.99756,0.25444,0.51547,1.60362,1.38924,1784650882.5389788
133,1.90817,0,1669.276101593,1.21651,133,0.99666,0.24807,0.50555,1.61983,1.37481,1784650894.3983383
134,1.90654,0,1681.114259486,1.19962,134,1.00195,0.25246,0.51755,1.6043,1.39258,1784650906.247106
135,1.91672,0,1693.001545752,1.20866,135,1.00103,0.25249,0.51285,1.61499,1.384,1784650918.0853114
136,1.90474,0,1704.877792387,1.21131,136,0.99917,0.24794,0.51362,1.60879,1.3954,1784650929.9726164
137,1.90618,0,1716.702228899,1.19381,137,1.00023,0.2506,0.5177,1.60062,1.39119,1784650941.848921
138,1.89337,0,1728.550640958,1.18303,138,0.99827,0.24786,0.5108,1.59654,1.39081,1784650953.6732736
139,1.89652,0,1740.446607138,1.20727,139,0.99788,0.24724,0.50742,1.60846,1.38138,1784650965.5216842
140,1.89703,0,1752.302172757,1.17556,140,1.00039,0.25179,0.51985,1.57696,1.38383,1784650977.4176576
141,1.90972,0,1764.293298594,1.16449,141,0.99918,0.24879,0.50801,1.58257,1.3639,1784650989.273262
142,1.91184,0,1776.240696824,1.19697,142,0.99906,0.25294,0.52691,1.59694,1.37483,1784651001.264329
143,1.89573,0,1788.172279864,1.18889,143,1.00054,0.24586,0.50425,1.59156,1.37725,1784651013.2117326
144,1.89508,0,1800.256812033,1.17938,144,0.99774,0.24818,0.50946,1.58891,1.35757,1784651025.1432
145,1.89012,0,1812.272998042,1.16982,145,0.99945,0.24759,0.50906,1.58069,1.35497,1784651037.2277832
146,1.90748,0,1824.230467827,1.1722,146,1.00036,0.25123,0.51421,1.59032,1.37338,1784651049.2440665
147,1.89174,0,1836.088069232,1.16647,147,0.99932,0.2529,0.51713,1.58307,1.36166,1784651061.2014112
148,1.90122,0,1848.013372786,1.14095,148,1.00108,0.25133,0.51574,1.55505,1.36095,1784651073.0588944
149,1.8886,0,1859.861253375,1.18339,149,0.99999,0.25023,0.5166,1.59135,1.38175,1784651084.9844105
150,1.88859,0,1871.64579062,1.17037,150,0.99714,0.25188,0.50756,1.57422,1.36497,1784651096.8319814
151,1.90762,0,1883.514532214,1.14376,151,0.9999,0.25016,0.51573,1.56372,1.36723,1784651108.61677
152,1.89662,0,1895.393711306,1.16156,152,1.00166,0.25305,0.5155,1.57773,1.36663,1784651120.485533
153,1.90631,0,1907.26789326,1.14398,153,0.99989,0.24823,0.50704,1.56377,1.37987,1784651132.3647833
154,1.89438,0,1919.111250548,1.14286,154,1.00092,0.25124,0.51517,1.55292,1.36751,1784651144.2390049
155,1.8952,0,1930.986817574,1.1714,155,0.99703,0.25155,0.51323,1.56775,1.36566,1784651156.08224
156,1.91507,0,1942.806166714,1.16266,156,0.99916,0.25255,0.51266,1.57457,1.36265,1784651167.9578397
157,1.90411,0,1954.683769015,1.14765,157,0.99855,0.2528,0.50845,1.54768,1.36385,1784651179.7771702
158,1.89454,0,1966.575284409,1.15244,158,0.99724,0.25309,0.51122,1.55028,1.34805,1784651191.654812
159,1.8923,0,1978.445740983,1.14692,159,0.99974,0.25132,0.50819,1.55784,1.35849,1784651203.5463786
160,1.89997,0,1990.328686111,1.12879,160,0.9998,0.24968,0.5076,1.55046,1.36655,1784651215.4167902
161,1.91096,0,2002.162064022,1.12618,161,0.99951,0.25162,0.50944,1.54045,1.35352,1784651227.29983
162,1.90758,0,2014.108318637,1.14936,162,0.99984,0.25016,0.50874,1.56747,1.36248,1784651239.1330755
163,1.89324,0,2026.051426978,1.13698,163,0.99935,0.25325,0.51521,1.554,1.35933,1784651251.0792677
164,1.90277,0,2037.960895644,1.13919,164,0.99899,0.25285,0.51267,1.56224,1.35534,1784651263.0225852
165,1.9067,0,2049.794504626,1.14843,165,1.00105,0.25401,0.51628,1.55202,1.36078,1784651274.9319608
166,1.89995,0,2061.594898289,1.15139,166,0.99884,0.25106,0.51213,1.55736,1.36999,1784651286.7655632
167,1.89532,0,2073.456076478,1.14047,167,1.00034,0.25245,0.5122,1.54718,1.36149,1784651298.566007
168,1.90132,0,2085.369963366,1.13113,168,1.00015,0.25042,0.50829,1.54468,1.36335,1784651310.4271579
169,1.89682,0,2097.215042854,1.14752,169,1.00095,0.25115,0.5124,1.54866,1.35884,1784651322.3410206
170,1.89777,0,2109.109338054,1.13771,170,1.00106,0.25076,0.51624,1.54726,1.3574,1784651334.1861842
171,1.89972,0,2120.92907373,1.11941,171,1.0001,0.25435,0.51302,1.54895,1.35924,1784651346.0803049
172,1.90369,0,2132.828604922,1.14009,172,0.99777,0.25274,0.51068,1.55619,1.36178,1784651357.9001474
173,1.89723,0,2144.692225932,1.14007,173,0.99944,0.25396,0.51881,1.53547,1.35188,1784651369.7996218
174,1.90247,0,2156.543039869,1.14143,174,1.00099,0.25102,0.51442,1.55314,1.35987,1784651381.6632237
175,1.89997,0,2168.509227828,1.14094,175,0.99844,0.25203,0.51311,1.55162,1.36377,1784651393.5137887
176,1.89897,0,2180.527397067,1.12502,176,1.00026,0.25191,0.51685,1.54125,1.35364,1784651405.4801977
177,1.90614,0,2192.351350227,1.14386,177,0.99833,0.25455,0.52203,1.55741,1.36385,1784651417.4983613
178,1.90341,0,2204.189962267,1.13634,178,0.99784,0.24936,0.5091,1.53601,1.36612,1784651429.3223646
179,1.91016,0,2216.082082132,1.11624,179,1.00103,0.25355,0.51577,1.5327,1.3438,1784651441.1610875
180,1.91248,0,2227.945057359,1.15307,180,0.99985,0.25063,0.51442,1.56416,1.34796,1784651453.0531158
181,1.90502,0,2239.780753352,1.12635,181,1.00067,0.25097,0.51517,1.5317,1.35419,1784651464.9160132
182,1.89988,0,2251.720040156,1.12088,182,0.9998,0.25074,0.51204,1.53697,1.35415,1784651476.7517467
183,1.90034,0,2263.613973063,1.13756,183,1.0009,0.25298,0.51128,1.56617,1.35556,1784651488.6910286
184,1.8945,0,2275.502535186,1.12492,184,1.00269,0.25314,0.51426,1.53899,1.35593,1784651500.5851157
185,1.90105,0,2287.393518471,1.12568,185,0.99807,0.25246,0.51034,1.53193,1.3541,1784651512.4735978
186,1.89885,0,2299.220668079,1.15629,186,0.99813,0.25241,0.51505,1.55918,1.34658,1784651524.3646183
187,1.89878,0,2311.073621483,1.13515,187,1.00004,0.25217,0.51197,1.56113,1.34374,1784651536.191737
188,1.90345,0,2323.0042237,1.15085,188,0.99899,0.25021,0.50748,1.55366,1.34927,1784651548.0448189
189,1.89889,0,2334.892976472,1.11301,189,1.00004,0.25169,0.51365,1.53891,1.34455,1784651559.9752545
190,1.898,0,2348.909042345,1.12279,190,1.00038,0.25221,0.51405,1.52581,1.3471,1784651571.864008
191,1.90637,0,2360.812568337,1.11315,191,1.00043,0.2481,0.51293,1.5354,1.36955,1784651585.8800588
192,1.91316,0,2372.683768167,1.09335,192,1.00004,0.24699,0.51315,1.5192,1.36935,1784651597.783536
193,1.90693,0,2384.578378135,1.07589,193,0.99954,0.24822,0.51346,1.50938,1.37103,1784651609.6546063
194,1.90103,0,2396.425187242,1.07243,194,1.00043,0.24835,0.51529,1.51216,1.36069,1784651621.5493393
195,1.90197,0,2408.27814499,1.05981,195,0.99976,0.24874,0.51471,1.49839,1.3564,1784651633.396343
196,1.8955,0,2420.163737826,1.07052,196,1.00063,0.24943,0.51794,1.51501,1.35417,1784651645.2492213
197,1.89058,0,2432.055823914,1.05663,197,1.00219,0.25051,0.51827,1.50411,1.35017,1784651657.1348186
198,1.88636,0,2443.90464927,1.03867,198,1.00015,0.2508,0.51867,1.48224,1.35215,1784651669.0269372
199,1.88764,0,2455.717615321,1.04278,199,0.99929,0.25169,0.52055,1.49099,1.35104,1784651680.8755713
200,1.89296,0,2458.074746588,1.04815,200,1.0009,0.25215,0.51934,1.50323,1.35096,1784651692.6885107
